"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","symbol","entrez","name"
"ENSG00000125872",2.42667852029377,-2.01828942708468,1.26054672780427,-1.60112226113214,0.10934984255692,0.171885450043077,"Not significant","LRRN4","164312","leucine rich repeat neuronal 4"
"ENSG00000103274",107.824274127037,0.286176969344052,0.178902124124738,1.59962868380767,0.109680981275298,0.172369194074998,"Not significant","NUBP1","4682","NUBP iron-sulfur cluster assembly factor 1, cytosolic"
"ENSG00000125166",1716.82112493441,-0.0854559317360811,0.0534213197301915,-1.59965968957118,0.109674098988416,0.172369194074998,"Not significant","GOT2","2806","glutamic-oxaloacetic transaminase 2"
"ENSG00000119335",5158.88194095557,-0.067971201763762,0.0424939873156473,-1.59954869047399,0.109698738810885,0.172378719756352,"Not significant","SET","6418","SET nuclear proto-oncogene"
"ENSG00000204618",15.4789597592244,0.769366126787033,0.481066773470263,1.59929175992985,0.109755789600408,0.172449981570449,"Not significant","RNF39","80352","ring finger protein 39"
"ENSG00000109111",4214.30382622842,0.0701139890570267,0.0438912087035113,1.5974494922355,0.110165547735988,0.173075348313932,"Not significant","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor"
"ENSG00000151849",200.434987613684,-0.215178157945507,0.134718812241228,-1.5972391261898,0.110212414244553,0.173130522397807,"Not significant","CPAP","55835","centrosome assembly and centriole elongation protein"
"ENSG00000155636",169.958497183759,-0.233078396129681,0.145956466413565,-1.59690352785917,0.110287213298948,0.173229558733869,"Not significant","RBM45","129831","RNA binding motif protein 45"
"ENSG00000102786",601.264040221255,-0.126155515324376,0.0790066752563426,-1.59677033510214,0.110316910771283,0.173257739870755,"Not significant","INTS6","26512","integrator complex subunit 6"
"ENSG00000150773",4.93888021041393,-1.32362978047992,0.829155680033274,-1.59635857578254,0.110408759101406,0.173383515358181,"Not significant","PIH1D2","120379","PIH1 domain containing 2"
"ENSG00000153914",923.92413910845,-0.111739065909742,0.0699989189469538,-1.59629702273573,0.110422494506038,0.173386610273811,"Not significant","SREK1","140890","splicing regulatory glutamic acid and lysine rich protein 1"
"ENSG00000183309",460.232735437079,-0.15121252333305,0.0947403927182653,-1.59607237203163,0.110472636187437,0.173446863974694,"Not significant","ZNF623","9831","zinc finger protein 623"
"ENSG00000145075",32.4949694598645,0.496773374535708,0.311263325222107,1.59599070716483,0.110490868112696,0.173457010464947,"Not significant",NA,NA,NA
"ENSG00000149532",1127.89107022747,0.100290896178614,0.0628577068572195,1.59552266846806,0.110595404993557,0.173584140446756,"Not significant","CPSF7","79869","cleavage and polyadenylation specific factor 7"
"ENSG00000183597",328.818758741262,-0.168313041082626,0.105488628080168,-1.5955562618059,0.110587899289113,0.173584140446756,"Not significant","TANGO2","128989","transport and golgi organization 2 homolog"
"ENSG00000182272",428.235192768547,0.145086626011518,0.0909491091460939,1.59525065581964,0.110656195152598,0.173661058903097,"Not significant","B4GALNT4","338707","beta-1,4-N-acetyl-galactosaminyltransferase 4"
"ENSG00000188517",3.38730088454981,-1.68552818181714,1.0574939692257,-1.59388916709501,0.110960861183412,0.174120652908979,"Not significant","COL25A1","84570","collagen type XXV alpha 1 chain"
"ENSG00000175213",244.743423998229,0.189076949863815,0.118648408139237,1.5935902792891,0.111027833126535,0.174207197340453,"Not significant","ZNF408","79797","zinc finger protein 408"
"ENSG00000120616",269.526760250289,0.187032630040305,0.117418629199217,1.59287015455596,0.111189322906067,0.174442009898831,"Not significant","EPC1","80314","enhancer of polycomb homolog 1"
"ENSG00000136878",483.489897200983,-0.136737403840988,0.0858486139313164,-1.59277357640725,0.111210994891057,0.174457439351186,"Not significant","USP20","10868","ubiquitin specific peptidase 20"
"ENSG00000182919",245.798882554373,0.193166665335084,0.121303677649058,1.59242216789116,0.111289878548332,0.174562604304524,"Not significant","C11orf54","28970","chromosome 11 open reading frame 54"
"ENSG00000172869",719.516624359166,-0.118517210515886,0.0744612625189264,-1.59166265124449,0.11146052457764,0.174793063548124,"Not significant","DMXL1","1657","Dmx like 1"
"ENSG00000177370",525.122499517563,-0.131032622144486,0.0823230015814793,-1.59168907385862,0.111454584555498,0.174793063548124,"Not significant","TIMM22","29928","translocase of inner mitochondrial membrane 22"
"ENSG00000198876",530.288900374495,0.13396743392335,0.0841834383630812,1.5913751745985,0.111525167851024,0.17487582974661,"Not significant","DCAF12","25853","DDB1 and CUL4 associated factor 12"
"ENSG00000166913",5856.68664474946,-0.0621035352075168,0.0390344481733854,-1.59099303598867,0.111611143028789,0.174992024038116,"Not significant","YWHAB","7529","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"ENSG00000136098",69.1885545696292,-0.355913644579495,0.223718433017874,-1.59089995302738,0.111632093149874,0.175006253466954,"Not significant","NEK3","4752","NIMA related kinase 3"
"ENSG00000271425",29.5120714667841,-0.567270526698742,0.356669942139448,-1.59046350610884,0.11173036535563,0.175141685238383,"Not significant","NBPF10","100132406","NBPF member 10"
"ENSG00000086570",3.92383007457861,1.52521808123711,0.959289330944683,1.58994584015139,0.111847013650124,0.175305890372809,"Not significant","FAT2","2196","FAT atypical cadherin 2"
"ENSG00000060718",672.293564792728,-0.118843883840014,0.0747567325928386,-1.58974154859463,0.111893074131116,0.175359434979199,"Not significant","COL11A1","1301","collagen type XI alpha 1 chain"
"ENSG00000134285",306.067467750295,-0.181336297013505,0.1141836807768,-1.5881104530863,0.112261365009873,0.175917915737959,"Not significant","FKBP11","51303","FKBP prolyl isomerase 11"
"ENSG00000120693",179.492204652346,0.215892472399876,0.135976458046325,1.58771948837147,0.112349784196769,0.176037754570697,"Not significant","SMAD9","4093","SMAD family member 9"
"ENSG00000177599",35.4702474577653,0.477201159111767,0.301002999402585,1.58537011278589,0.112882267561798,0.176853285779289,"Not significant","ZNF491","126069","zinc finger protein 491"
"ENSG00000124613",23.2684973058627,0.602555304169753,0.380115886664864,1.58518842623646,0.112923529332179,0.176899125775685,"Not significant","ZNF391","346157","zinc finger protein 391"
"ENSG00000135951",12.3753251897778,0.819531417242049,0.517041350954299,1.58504037584121,0.112957160980595,0.176925121138493,"Not significant","TSGA10","80705","testis specific 10"
"ENSG00000146909",456.579326319524,-0.152046951803484,0.0959280898010845,-1.58500968922416,0.112964132847959,0.176925121138493,"Not significant","NOM1","64434","nucleolar protein with MIF4G domain 1"
"ENSG00000106006",3.74774396711239,-1.5934533694951,1.00578397879485,-1.58428987047935,0.113127769863441,0.177162583386186,"Not significant","HOXA6","3203","homeobox A6"
"ENSG00000118513",2.39036090432872,-2.03937286885251,1.28758921194582,-1.58386917965131,0.113223492315176,0.177293649568748,"Not significant","MYB","4602","MYB proto-oncogene, transcription factor"
"ENSG00000138107",3570.27538685787,-0.0701154320491994,0.0442765100608135,-1.58358081865297,0.113289141775341,0.177377602409962,"Not significant","ACTR1A","10121","actin related protein 1A"
"ENSG00000108826",503.131722942395,-0.134419873365057,0.0848871185563385,-1.58351320731713,0.11330453879151,0.177382865169883,"Not significant","MRPL27","51264","mitochondrial ribosomal protein L27"
"ENSG00000107443",173.946682242639,-0.223111741490692,0.140903258470851,-1.58343919020757,0.113321396474024,0.177390413301558,"Not significant","CCNJ","54619","cyclin J"
"ENSG00000170689",2.38616269921702,-2.00574331627812,1.26732792374219,-1.58265534807717,0.11350004083039,0.177651189651474,"Not significant","HOXB9","3219","homeobox B9"
"ENSG00000150990",576.331500218675,-0.13022131185123,0.0823245964577104,-1.58180322108379,0.113694499473249,0.177936660638924,"Not significant","DHX37","57647","DEAH-box helicase 37"
"ENSG00000131626",998.283202101695,-0.100745886383738,0.0636927321923316,-1.58174854360962,0.113706986034854,0.177937307303216,"Not significant","PPFIA1","8500","PTPRF interacting protein alpha 1"
"ENSG00000119673",252.145717385541,-0.183887145231594,0.116262748074498,-1.58165145996519,0.113729159451452,0.177953110945483,"Not significant","ACOT2","10965","acyl-CoA thioesterase 2"
"ENSG00000258839",51.950422172691,0.400522312213335,0.253573561061973,1.57951132813664,0.114218820233539,0.178700315562834,"Not significant","MC1R","4157","melanocortin 1 receptor"
"ENSG00000173821",2358.36768520054,0.103929518347835,0.0658892836994668,1.57733568362766,0.114718305841677,0.179462731291226,"Not significant","RNF213","57674","ring finger protein 213"
"ENSG00000104133",744.497127821557,-0.111885276602825,0.070940365208247,-1.57717367643067,0.114755568184701,0.179501970272354,"Not significant","SPG11","80208","SPG11 vesicle trafficking associated, spatacsin"
"ENSG00000105520",1853.8804445295,0.0981369348483519,0.0622267056357488,1.57708710184351,0.114775484611078,0.179514071123642,"Not significant","PLPPR2","64748","phospholipid phosphatase related 2"
"ENSG00000181333",4.83421077844628,-1.32591501874323,0.840814642216664,-1.57694092392074,0.114809118917789,0.179547622518078,"Not significant","HEPHL1","341208","hephaestin like 1"
"ENSG00000168374",9056.55303259509,0.0659735997000534,0.0418387675426801,1.57685332467676,0.114829278480358,0.179560096153158,"Not significant","ARF4","378","ARF GTPase 4"
"ENSG00000130748",143.615376773578,-0.243362761150226,0.154348433776999,-1.57671027295187,0.114862205530261,0.179592529716209,"Not significant","TMEM160","54958","transmembrane protein 160"
"ENSG00000186153",31.6852038542006,0.496418018900802,0.314862626716553,1.57661779067762,0.114883496667835,0.17960242337402,"Not significant","WWOX","51741","WW domain containing oxidoreductase"
"ENSG00000261609",209.046932813586,0.203950223152651,0.12936268446507,1.57657692398708,0.11489290592823,0.17960242337402,"Not significant","GAN","8139","gigaxonin"
"ENSG00000100304",696.220941395234,-0.133395950132824,0.084635204128545,-1.57612841495863,0.11499621173654,0.17974484765862,"Not significant","TTLL12","23170","tubulin tyrosine ligase like 12"
"ENSG00000197826",7.06489690317636,-1.09362662302645,0.694002059721773,-1.57582619202152,0.115065864429932,0.179834645807883,"Not significant","CFAP299","255119","cilia and flagella associated protein 299"
"ENSG00000137877",14.7359778608015,-0.720152728843002,0.457111443537714,-1.57544235442792,0.115154374515324,0.179953893712952,"Not significant","SPTBN5","51332","spectrin beta, non-erythrocytic 5"
"ENSG00000164091",2069.4372418935,-0.0791414605379632,0.0502443712062558,-1.5751308781054,0.115226237981514,0.180047105107246,"Not significant","WDR82","80335","WD repeat domain 82"
"ENSG00000139613",1059.76875239364,-0.0993737983753097,0.063101537306134,-1.57482373041409,0.115297137285013,0.180138790343107,"Not significant","SMARCC2","6601","SWI/SNF related BAF chromatin remodeling complex subunit C2"
"ENSG00000172728",135.350914218687,-0.266179589921198,0.169148837842691,-1.5736412576996,0.115570409331553,0.180546607242785,"Not significant","FUT10","84750","fucosyltransferase 10"
"ENSG00000162836",112.343479296946,-0.264294198861676,0.167967888672371,-1.57348050839166,0.115607598136755,0.180585562410121,"Not significant","ACP6","51205","acid phosphatase 6, lysophosphatidic"
"ENSG00000114520",514.864788254331,-0.14137953788387,0.0898572152773974,-1.57337991665354,0.115630874478277,0.180602779574062,"Not significant","SNX4","8723","sorting nexin 4"
"ENSG00000144031",8.50856588281264,-1.00333487299256,0.637779599320027,-1.57316865271681,0.115679771715648,0.180660005885898,"Not significant","ANKRD53","79998","ankyrin repeat domain 53"
"ENSG00000234719",17.6028989456105,0.677460178404477,0.430666331226614,1.57305117508246,0.11570696905681,0.180683334388564,"Not significant","NPIPB2","729978","nuclear pore complex interacting protein family member B2"
"ENSG00000110675",17.188917287053,-0.711727597269943,0.452533039241815,-1.57276383280741,0.11577351308094,0.180768093631412,"Not significant","ELMOD1","55531","ELMO domain containing 1"
"ENSG00000153233",1.85582782898496,-2.31937994935006,1.47543266565937,-1.57199986372373,0.115950582821024,0.181025390849179,"Not significant","PTPRR","5801","protein tyrosine phosphatase receptor type R"
"ENSG00000081277",2.74125362104119,-1.82445123836455,1.16094195233648,-1.57152666823066,0.116060364909445,0.181177593267175,"Not significant","PKP1","5317","plakophilin 1"
"ENSG00000183741",2719.87274386015,0.0742615853349495,0.0472571340538911,1.57143649994228,0.116081293354865,0.181191071961873,"Not significant","CBX6","23466","chromobox 6"
"ENSG00000160224",1.35945594783721,2.68812114724276,1.71111348994115,1.57097770723274,0.116187827044944,0.18133815471655,"Not significant","AIRE","326","autoimmune regulator"
"ENSG00000167971",3.68564276879133,1.58437302782678,1.00859535976162,1.57087082792176,0.116212655922267,0.18135770044286,"Not significant","CASKIN1","57524","CASK interacting protein 1"
"ENSG00000090470",283.410822303736,-0.178212386911872,0.113456830254088,-1.57075062394007,0.116240585202994,0.181382079907012,"Not significant","PDCD7","10081","programmed cell death 7"
"ENSG00000183340",252.203209926101,-0.187533981236344,0.119409234424777,-1.57051489476288,0.116295371965804,0.181448358250267,"Not significant","JRKL","8690","JRK like"
"ENSG00000132429",326.091997763617,0.179727883314833,0.114449407045265,1.57036972016596,0.116329122669347,0.181481804795262,"Not significant","POPDC3","64208","popeye domain cAMP effector 3"
"ENSG00000189077",356.33589874343,0.154726331730727,0.0985499216795136,1.57002998169699,0.116408136347698,0.18155258753919,"Not significant","TMEM120A","83862","transmembrane protein 120A"
"ENSG00000196502",6.0156865171249,-1.14893461494648,0.731798151916138,-1.5700157371785,0.116411450145566,0.18155258753919,"Not significant","SULT1A1","6817","sulfotransferase family 1A member 1"
"ENSG00000053747",58.0092263410639,0.365924301829423,0.233062105343123,1.57007206851879,0.116398345841047,0.18155258753919,"Not significant","LAMA3","3909","laminin subunit alpha 3"
"ENSG00000204624",2.65819514122545,1.93152759363812,1.23066871809331,1.5694943450181,0.116532796111103,0.181722605976663,"Not significant","DISP3","57540","dispatched RND transporter family member 3"
"ENSG00000163666",2.22678374631594,2.26872061763778,1.44565144963694,1.56934136385886,0.116568418958735,0.181758924948566,"Not significant","HESX1","8820","HESX homeobox 1"
"ENSG00000185946",86.2120067537941,0.305693192730723,0.194805430558903,1.56922315694013,0.116595950213032,0.18178262078067,"Not significant","RNPC3","55599","RNA binding region (RNP1, RRM) containing 3"
"ENSG00000167550",9.25791492906675,0.971315094085106,0.619041981013443,1.5690617500528,0.116633551303681,0.181822009637577,"Not significant","RHEBL1","121268","RHEB like 1"
"ENSG00000131844",441.262931471539,0.14443790786868,0.0920584730874354,1.56898005174923,0.116652587240259,0.181832451691902,"Not significant","MCCC2","64087","methylcrotonyl-CoA carboxylase subunit 2"
"ENSG00000180878",1.35958787428032,-2.8490720234524,1.81606687599441,-1.56881448646672,0.116691171904644,0.181873359933443,"Not significant","C11orf42","160298","chromosome 11 open reading frame 42"
"ENSG00000242485",665.629405355783,-0.119697711268401,0.0763055980135351,-1.56866225263275,0.116726658546249,0.181909431495677,"Not significant","MRPL20","55052","mitochondrial ribosomal protein L20"
"ENSG00000139496",1080.52958506193,0.102527951937262,0.0654129855458017,1.56739447193513,0.117022515313035,0.182351219146068,"Not significant","NUP58","9818","nucleoporin 58"
"ENSG00000164743",29.3435877543695,-0.516540678044498,0.329570523271679,-1.56731455506623,0.117041184894091,0.18236103002105,"Not significant","C8orf48","157773","chromosome 8 open reading frame 48"
"ENSG00000183569",17.6717913951934,-0.718674014094448,0.458577178700009,-1.56718224864955,0.117072098470172,0.182389914085982,"Not significant","SERHL2","253190","serine hydrolase like 2"
"ENSG00000187778",768.243322208869,-0.111810829332028,0.071388670128606,-1.56622653329446,0.11729559312575,0.182718787811786,"Not significant","MCRS1","10445","microspherule protein 1"
"ENSG00000136522",495.13244161767,-0.134557658515551,0.085965765808219,-1.56524701723399,0.117525000996559,0.183056802440001,"Not significant","MRPL47","57129","mitochondrial ribosomal protein L47"
"ENSG00000001561",14.6723826724286,0.725489218173465,0.463662967891189,1.56469088198504,0.117655407468224,0.1832405574624,"Not significant","ENPP4","22875","ectonucleotide pyrophosphatase/phosphodiesterase 4"
"ENSG00000163818",239.390376203699,-0.19168302560471,0.122522486382125,-1.56447221456873,0.117706713220096,0.183301092501879,"Not significant","LZTFL1","54585","leucine zipper transcription factor like 1"
"ENSG00000166454",1054.86103725514,0.0997669246254864,0.0637934203778966,1.56390618396837,0.117839602045852,0.183488648172401,"Not significant","ATMIN","23300","ATM interactor"
"ENSG00000162869",275.613802005476,-0.183505996561396,0.117360544055822,-1.56360894572977,0.11790943274712,0.18357798645965,"Not significant","PPP1R21","129285","protein phosphatase 1 regulatory subunit 21"
"ENSG00000137824",660.457529094126,-0.118722938875794,0.0759377557254494,-1.56342438279363,0.117952808777461,0.183626121872,"Not significant","RMDN3","55177","regulator of microtubule dynamics 3"
"ENSG00000101230",2.47781286320188,1.95487807846754,1.25077973880111,1.56292752258788,0.118069643211983,0.183788593331031,"Not significant","ISM1","140862","isthmin 1"
"ENSG00000139842",2055.94924897415,-0.0779441376475987,0.0498735207006814,-1.56283608120198,0.118091155128974,0.183802665993328,"Not significant","CUL4A","8451","cullin 4A"
"ENSG00000122033",311.541936072162,0.162694408929279,0.104152901261995,1.56207275033101,0.118270851457732,0.184062915394303,"Not significant","MTIF3","219402","mitochondrial translational initiation factor 3"
"ENSG00000239474",1.9861624016158,-2.31104593228394,1.48092991185099,-1.56053700704539,0.11863303173614,0.184607076520667,"Not significant","KLHL41","10324","kelch like family member 41"
"ENSG00000178233",1.40326321416251,2.67276150059707,1.71332426222968,1.55998578874894,0.118763239552781,0.184790184177459,"Not significant","TMEM151B","441151","transmembrane protein 151B"
"ENSG00000185864",25.4137080782117,0.550964928203743,0.353241113251272,1.55974179543428,0.118820910985572,0.184860401784584,"Not significant","NPIPB4","440345","nuclear pore complex interacting protein family member B4"
"ENSG00000180998",58.5979968707288,0.383184261694693,0.245701886486544,1.55954953042527,0.11886637113149,0.184911608374066,"Not significant","GPR137C","283554","G protein-coupled receptor 137C"
"ENSG00000129055",701.189847270026,0.116688463934993,0.0748958577297771,1.55800958119743,0.119230976892401,0.185459222948834,"Not significant","ANAPC13","25847","anaphase promoting complex subunit 13"
"ENSG00000205758",212.457758188585,-0.194370258466824,0.124760966695029,-1.55794126653372,0.11924717167901,0.185464839194306,"Not significant","CRYZL1","9946","crystallin zeta like 1"
"ENSG00000171119",0.836776019049339,-3.29630873503205,2.11619006832659,-1.5576619436829,0.11931340634728,0.185548272949901,"Not significant","NRTN","4902","neurturin"
"ENSG00000069248",853.801939878608,0.112137249673827,0.0720206625139927,1.55701496986424,0.119466931277497,0.185767422786215,"Not significant","NUP133","55746","nucleoporin 133"
"ENSG00000178922",106.259804436949,-0.273753573897373,0.175859072790351,-1.55666449022921,0.119550163643304,0.185877235127652,"Not significant","HYI","81888","hydroxypyruvate isomerase (putative)"
"ENSG00000166793",12.306438618385,0.858309603986969,0.551419679676204,1.55654510642597,0.119578525436789,0.185901720241286,"Not significant","YPEL4","219539","yippee like 4"
"ENSG00000100206",2.81915580289391,-1.85201013732995,1.19018859480113,-1.5560644299733,0.119692772209694,0.18605970644726,"Not significant","DMC1","11144","DNA meiotic recombinase 1"
"ENSG00000240038",9.31955030511371,0.980510685028105,0.63030087511055,1.55562323288244,0.11979771080145,0.186203191498815,"Not significant","AMY2B","280","amylase alpha 2B"
"ENSG00000168827",789.971592634137,0.109037692322622,0.0701109803034005,1.55521562886111,0.119894723319417,0.18633432798498,"Not significant","GFM1","85476","G elongation factor mitochondrial 1"
"ENSG00000105875",142.835151155197,-0.232971478009593,0.149810122057365,-1.55511172950238,0.119919461908599,0.18635312416796,"Not significant","WDR91","29062","WD repeat domain 91"
"ENSG00000119729",1303.87840212377,-0.0969753306399541,0.0623715343938081,-1.5548011057041,0.119993445730835,0.186448434705434,"Not significant","RHOQ","23433","ras homolog family member Q"
"ENSG00000113391",510.086660613943,0.138652609176377,0.0892089563794019,1.55424538974196,0.120125894338828,0.186630605280371,"Not significant","ARB2A","83989","ARB2 cotranscriptional regulator A"
"ENSG00000185634",90.940368118436,0.295782789698239,0.190311560305437,1.55420295658093,0.120136012504741,0.186630605280371,"Not significant","SHC4","399694","SHC adaptor protein 4"
"ENSG00000181031",11.1197569717737,-0.820793485880374,0.528133527889858,-1.55414008491343,0.120151005449103,0.186634224105068,"Not significant","RPH3AL","9501","rabphilin 3A like (without C2 domains)"
"ENSG00000196655",530.726337258399,0.129158981051189,0.0831140824955113,1.55399635264174,0.120185286644992,0.186667800039402,"Not significant","TRAPPC4","51399","trafficking protein particle complex subunit 4"
"ENSG00000080608",743.842247261762,-0.113842675492488,0.0732690919291928,-1.55376124495313,0.120241378053148,0.186735240226269,"Not significant","PUM3","9933","pumilio RNA binding family member 3"
"ENSG00000073670",13.5550238701004,0.76610893466994,0.493284314608518,1.55307783357746,0.120404541024834,0.186968931158361,"Not significant","ADAM11","4185","ADAM metallopeptidase domain 11"
"ENSG00000148832",55.5971350994015,0.378475115850291,0.243758210922728,1.55266612114358,0.120502920096776,0.187101984448618,"Not significant","PAOX","196743","polyamine oxidase"
"ENSG00000156381",331.309659505167,-0.167840167079529,0.108129748646901,-1.55221083170749,0.120611785184463,0.187251289376237,"Not significant","ANKRD9","122416","ankyrin repeat domain 9"
"ENSG00000164062",1241.87046790933,0.0964543910258691,0.0621471398023472,1.55203266526236,0.120654407838063,0.187297731484872,"Not significant","APEH","327","acylaminoacyl-peptide hydrolase"
"ENSG00000116254",4.87851054000781,1.29095570190653,0.832290323898618,1.55108820184215,0.120880548175147,0.187629017272808,"Not significant","CHD5","26038","chromodomain helicase DNA binding protein 5"
"ENSG00000131899",1126.98986793972,-0.102862413936041,0.0663242935461366,-1.55090101132382,0.120925408036004,0.187678882017126,"Not significant","LLGL1","3996","LLGL scribble cell polarity complex component 1"
"ENSG00000241127",148.132770521767,-0.22836078751475,0.147252844466012,-1.55080730931116,0.120947868441504,0.187693975475506,"Not significant","YAE1","57002","YAE1 maturation factor of ABCE1"
"ENSG00000182108",14.0453539754325,0.766977952181927,0.494784459633984,1.55012538742486,0.121111423689406,0.18792800193035,"Not significant","DEXI","28955","Dexi homolog"
"ENSG00000036672",8.1817951803162,-1.02617268253741,0.662463729541101,-1.54902470396115,0.121375781599079,0.188312135771262,"Not significant","USP2","9099","ubiquitin specific peptidase 2"
"ENSG00000171798",58.5628964607474,-0.375457886400476,0.242389106259013,-1.54898828662402,0.121384535881869,0.188312135771262,"Not significant","KNDC1","85442","kinase non-catalytic C-lobe domain containing 1"
"ENSG00000047365",15.0726722488075,-0.701746839917761,0.453089099756442,-1.54880539014288,0.121428509429252,0.188360527520084,"Not significant","ARAP2","116984","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"ENSG00000135945",321.362216420597,-0.160305711025073,0.103540585967249,-1.54824033037421,0.121564444676937,0.188551545532383,"Not significant","REV1","51455","REV1 DNA directed polymerase"
"ENSG00000112033",1661.0411702721,-0.0873075934866745,0.0563973820895696,-1.54807883365958,0.12160331746238,0.18859199124072,"Not significant","PPARD","5467","peroxisome proliferator activated receptor delta"
"ENSG00000164112",17.9156854866743,-0.659717938200026,0.426263086385468,-1.54767785264766,0.121699876928566,0.188721884067047,"Not significant","SMIM43","132332","small integral membrane protein 43"
"ENSG00000126214",763.740382589486,0.11057426619731,0.0715038407998924,1.54641016427017,0.122005540942281,0.189175977107558,"Not significant","KLC1","3831","kinesin light chain 1"
"ENSG00000104299",194.018845050218,-0.204438705811122,0.132226535400922,-1.54612465033017,0.122074466569655,0.189243030220214,"Not significant","INTS9","55756","integrator complex subunit 9"
"ENSG00000189050",120.014252520113,0.256119849607731,0.165651348229358,1.54613803235161,0.122071235349875,0.189243030220214,"Not significant","RNFT1","51136","ring finger protein, transmembrane 1"
"ENSG00000204859",120.908623879486,0.264363509917224,0.171011287467075,1.54588339654552,0.122132731120332,0.189313440392453,"Not significant","ZBTB48","3104","zinc finger and BTB domain containing 48"
"ENSG00000177303",329.941474665082,-0.156123378628452,0.101047702009576,-1.54504630509714,0.122335063382268,0.189607126314845,"Not significant","CASKIN2","57513","CASK interacting protein 2"
"ENSG00000277075",6.89807883466686,1.10155290761079,0.713493697024154,1.54388596872706,0.122615959838232,0.190022504321332,"Not significant","H2AC8","3012","H2A clustered histone 8"
"ENSG00000189007",63.7157462912238,0.355345342548649,0.230268283314254,1.54317970948564,0.122787178973855,0.190267841837523,"Not significant","ADAT2","134637","adenosine deaminase tRNA specific 2"
"ENSG00000061337",346.056425479033,0.169784357556989,0.11003876623236,1.54295039257773,0.122842812649711,0.190334038354861,"Not significant","LZTS1","11178","leucine zipper tumor suppressor 1"
"ENSG00000066777",1324.06696387426,-0.0891687313647624,0.0577978999473408,-1.54276766882539,0.122887156636633,0.190382730422653,"Not significant","ARFGEF1","10565","ARF guanine nucleotide exchange factor 1"
"ENSG00000171208",1135.3614613309,-0.114116731727347,0.0739862658364467,-1.54240426161813,0.122975386625366,0.190499395426176,"Not significant","NETO2","81831","neuropilin and tolloid like 2"
"ENSG00000166840",2.23987533672086,-2.06752604521406,1.34146375629373,-1.54124629570786,0.123256853945396,0.190915345606647,"Not significant","GLYATL1","92292","glycine-N-acyltransferase like 1"
"ENSG00000100802",36.1184474904399,-0.470577367451238,0.305421483302498,-1.5407474365029,0.123378266816159,0.191083322439739,"Not significant","C14orf93","60686","chromosome 14 open reading frame 93"
"ENSG00000137571",5.6226029302089,1.23736538798547,0.803212996670295,1.54051962943198,0.123433741784574,0.191149152718403,"Not significant","SLCO5A1","81796","solute carrier organic anion transporter family member 5A1"
"ENSG00000134146",58.6845044409026,-0.364392763283824,0.236636620901637,-1.5398832264229,0.123588820135021,0.191369198481817,"Not significant","DPH6","89978","diphthamine biosynthesis 6"
"ENSG00000173213",1.31090414403945,-2.71961251683248,1.76626420050093,-1.53975408438963,0.123620307952814,0.191397846266265,"Not significant","TUBB8B","260334","tubulin beta 8B"
"ENSG00000172465",154.019994888918,0.236000628145981,0.153315182701102,1.53931674598777,0.123726987694865,0.191542893345265,"Not significant","TCEAL1","9338","transcription elongation factor A like 1"
"ENSG00000006712",1026.26421746981,-0.0979217679583081,0.0636475631084953,-1.53849987612861,0.123926438792478,0.191831515063915,"Not significant","PAF1","54623","PAF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000177721",11.0639666196355,-0.834825244986436,0.542693193032664,-1.53830056412038,0.123975141883971,0.191886750796678,"Not significant","ANXA2R","389289","annexin A2 receptor"
"ENSG00000115234",2165.16073145642,-0.0755711347683534,0.0491443327330082,-1.53773854614971,0.124112554805017,0.192079264172671,"Not significant","SNX17","9784","sorting nexin 17"
"ENSG00000143179",821.904067455612,-0.126041015918339,0.0819725105680307,-1.53760102069505,0.124146197753917,0.192111157339063,"Not significant","UCK2","7371","uridine-cytidine kinase 2"
"ENSG00000160959",351.449130438045,-0.152109673182998,0.0990042447565836,-1.53639547028495,0.124441417045073,0.192547779990581,"Not significant","LRRC14","9684","leucine rich repeat containing 14"
"ENSG00000040731",8.58258048995157,0.942860390540441,0.613787201176261,1.53613563256703,0.124505118665664,0.192585688381041,"Not significant","CDH10","1008","cadherin 10"
"ENSG00000136986",975.31774992859,-0.1065977106308,0.0693920893257543,-1.53616516906398,0.124497876239152,0.192585688381041,"Not significant","DERL1","79139","derlin 1"
"ENSG00000183570",79.2403447034543,-0.307852074194869,0.200400059554749,-1.53618753846111,0.124492391422985,0.192585688381041,"Not significant","PCBP3","54039","poly(rC) binding protein 3"
"ENSG00000111144",694.298802834113,-0.112634718221981,0.0733296500140361,-1.5360051248086,0.124537123444194,0.192614977995647,"Not significant","LTA4H","4048","leukotriene A4 hydrolase"
"ENSG00000164253",848.597291021648,-0.103608665488249,0.0674779290950437,-1.53544524673119,0.124674496709211,0.192807212224591,"Not significant","WDR41","55255","WD repeat domain 41"
"ENSG00000141385",717.543284797606,-0.112480028890902,0.0732816741208205,-1.53489982646213,0.124808436173521,0.192994096351417,"Not significant","AFG3L2","10939","AFG3 like matrix AAA peptidase subunit 2"
"ENSG00000185800",552.199828345662,-0.123699984095538,0.0806035599811551,-1.53467147263048,0.124864546590125,0.193060605082381,"Not significant","DMWD","1762","DM1 locus, WD repeat containing"
